city,timestamp,station_name,line,station_type,hour,day_of_week,is_weekend,weather,event_nearby,entries,exits,crowding_index,crowding_label
Mumbai,2023-09-02 10:00:00,Versova,Line 1,Mixed/Retail,10,5,1,Rainy,0,298,303,0.6,Normal
Bengaluru,2023-09-02 11:00:00,Majestic,Purple Line,Transit Hub,11,5,1,Sunny,0,472,516,0.343,Normal
Chennai,2023-09-02 11:00:00,Chennai Central,Blue Line,Commercial,11,5,1,Sunny,0,107,99,0.142,Low
Delhi,2023-09-02 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,5,1,Sunny,0,347,258,0.287,Low
Hyderabad,2023-09-02 11:00:00,Miyapur,Red Line,Residential,11,5,1,Sunny,0,194,154,0.301,Normal
Kolkata,2023-09-02 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,5,1,Sunny,0,117,110,0.174,Low
Mumbai,2023-09-02 11:00:00,Versova,Line 1,Mixed/Retail,11,5,1,Sunny,0,200,218,0.352,Normal
Bengaluru,2023-09-02 12:00:00,Majestic,Purple Line,Transit Hub,12,5,1,Rainy,0,470,454,0.392,Normal
Chennai,2023-09-02 12:00:00,Chennai Central,Blue Line,Commercial,12,5,1,Rainy,0,97,113,0.115,Low
Delhi,2023-09-02 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,5,1,Rainy,0,296,196,0.252,Low
Hyderabad,2023-09-02 12:00:00,Miyapur,Red Line,Residential,12,5,1,Rainy,0,225,186,0.297,Low
Kolkata,2023-09-02 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,5,1,Rainy,0,104,92,0.118,Low
Mumbai,2023-09-02 12:00:00,Versova,Line 1,Mixed/Retail,12,5,1,Rainy,0,178,179,0.347,Normal
Bengaluru,2023-09-02 13:00:00,Majestic,Purple Line,Transit Hub,13,5,1,Overcast,0,507,438,0.4,Normal
Chennai,2023-09-02 13:00:00,Chennai Central,Blue Line,Commercial,13,5,1,Overcast,0,170,174,0.176,Low
Delhi,2023-09-02 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,5,1,Overcast,0,428,411,0.35,Normal
Hyderabad,2023-09-02 13:00:00,Miyapur,Red Line,Residential,13,5,1,Overcast,0,205,228,0.346,Normal
Kolkata,2023-09-02 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,5,1,Overcast,0,126,107,0.157,Low
Mumbai,2023-09-02 13:00:00,Versova,Line 1,Mixed/Retail,13,5,1,Overcast,0,359,332,0.468,Normal
Bengaluru,2023-09-02 14:00:00,Majestic,Purple Line,Transit Hub,14,5,1,Rainy,0,385,377,0.293,Low
Chennai,2023-09-02 14:00:00,Chennai Central,Blue Line,Commercial,14,5,1,Rainy,0,99,97,0.121,Low
Delhi,2023-09-02 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,5,1,Rainy,0,214,226,0.237,Low
Hyderabad,2023-09-02 14:00:00,Miyapur,Red Line,Residential,14,5,1,Rainy,0,142,140,0.241,Low
Kolkata,2023-09-02 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,5,1,Rainy,0,85,56,0.1,Low
Mumbai,2023-09-02 14:00:00,Versova,Line 1,Mixed/Retail,14,5,1,Rainy,0,299,265,0.362,Normal
Bengaluru,2023-09-02 15:00:00,Majestic,Purple Line,Transit Hub,15,5,1,Sunny,0,421,428,0.337,Normal
Chennai,2023-09-02 15:00:00,Chennai Central,Blue Line,Commercial,15,5,1,Sunny,0,97,123,0.112,Low
Delhi,2023-09-02 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,5,1,Sunny,0,368,292,0.297,Low
Hyderabad,2023-09-02 15:00:00,Miyapur,Red Line,Residential,15,5,1,Sunny,0,252,197,0.302,Normal
Kolkata,2023-09-02 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,5,1,Sunny,0,130,105,0.14,Low
Mumbai,2023-09-02 15:00:00,Versova,Line 1,Mixed/Retail,15,5,1,Sunny,0,229,306,0.403,Normal
Bengaluru,2023-09-02 16:00:00,Majestic,Purple Line,Transit Hub,16,5,1,Rainy,0,454,404,0.352,Normal
Chennai,2023-09-02 16:00:00,Chennai Central,Blue Line,Commercial,16,5,1,Rainy,0,127,100,0.128,Low
Delhi,2023-09-02 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,5,1,Rainy,0,178,154,0.267,Low
Hyderabad,2023-09-02 16:00:00,Miyapur,Red Line,Residential,16,5,1,Rainy,0,89,59,0.18,Low
Kolkata,2023-09-02 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,5,1,Rainy,0,158,156,0.148,Low
Mumbai,2023-09-02 16:00:00,Versova,Line 1,Mixed/Retail,16,5,1,Rainy,0,242,286,0.306,Normal
Bengaluru,2023-09-02 17:00:00,Majestic,Purple Line,Transit Hub,17,5,1,Overcast,0,1050,780,0.752,Crowded
Chennai,2023-09-02 17:00:00,Chennai Central,Blue Line,Commercial,17,5,1,Overcast,0,379,120,0.233,Low
Delhi,2023-09-02 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,5,1,Overcast,0,154,645,0.454,Normal
Hyderabad,2023-09-02 17:00:00,Miyapur,Red Line,Residential,17,5,1,Overcast,0,87,286,0.437,Normal
Kolkata,2023-09-02 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,5,1,Overcast,0,311,44,0.198,Low
Mumbai,2023-09-02 17:00:00,Versova,Line 1,Mixed/Retail,17,5,1,Overcast,0,502,461,0.682,Crowded
Bengaluru,2023-09-02 18:00:00,Majestic,Purple Line,Transit Hub,18,5,1,Stormy,0,515,532,0.465,Normal
Chennai,2023-09-02 18:00:00,Chennai Central,Blue Line,Commercial,18,5,1,Stormy,0,161,44,0.102,Low
Delhi,2023-09-02 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,5,1,Stormy,0,40,263,0.237,Low
Hyderabad,2023-09-02 18:00:00,Miyapur,Red Line,Residential,18,5,1,Stormy,0,75,241,0.313,Normal
Kolkata,2023-09-02 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,5,1,Stormy,0,156,0,0.08,Low
Mumbai,2023-09-02 18:00:00,Versova,Line 1,Mixed/Retail,18,5,1,Stormy,0,242,196,0.442,Normal
Bengaluru,2023-09-02 19:00:00,Majestic,Purple Line,Transit Hub,19,5,1,Rainy,0,530,588,0.607,Crowded
Chennai,2023-09-02 19:00:00,Chennai Central,Blue Line,Commercial,19,5,1,Rainy,0,171,58,0.158,Low
Delhi,2023-09-02 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,5,1,Rainy,0,135,561,0.395,Normal
Hyderabad,2023-09-02 19:00:00,Miyapur,Red Line,Residential,19,5,1,Rainy,0,101,293,0.437,Normal
Kolkata,2023-09-02 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,5,1,Rainy,0,226,73,0.156,Low
Mumbai,2023-09-02 19:00:00,Versova,Line 1,Mixed/Retail,19,5,1,Rainy,0,509,491,0.65,Crowded
Bengaluru,2023-09-02 20:00:00,Majestic,Purple Line,Transit Hub,20,5,1,Rainy,0,111,251,0.206,Low
Chennai,2023-09-02 20:00:00,Chennai Central,Blue Line,Commercial,20,5,1,Rainy,0,62,87,0.089,Low
Delhi,2023-09-02 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,5,1,Rainy,0,57,203,0.153,Low
Hyderabad,2023-09-02 20:00:00,Miyapur,Red Line,Residential,20,5,1,Rainy,0,83,53,0.147,Low
Kolkata,2023-09-02 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,5,1,Rainy,0,25,70,0.058,Low
Mumbai,2023-09-02 20:00:00,Versova,Line 1,Mixed/Retail,20,5,1,Rainy,0,58,81,0.138,Low
Bengaluru,2023-09-02 21:00:00,Majestic,Purple Line,Transit Hub,21,5,1,Overcast,0,125,317,0.176,Low
Chennai,2023-09-02 21:00:00,Chennai Central,Blue Line,Commercial,21,5,1,Overcast,0,18,97,0.089,Low
Delhi,2023-09-02 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,5,1,Overcast,0,146,224,0.178,Low
Hyderabad,2023-09-02 21:00:00,Miyapur,Red Line,Residential,21,5,1,Overcast,0,62,173,0.153,Low
Kolkata,2023-09-02 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,5,1,Overcast,0,30,72,0.05,Low
Mumbai,2023-09-02 21:00:00,Versova,Line 1,Mixed/Retail,21,5,1,Overcast,0,207,338,0.303,Normal
Bengaluru,2023-09-02 22:00:00,Majestic,Purple Line,Transit Hub,22,5,1,Overcast,0,158,361,0.201,Low
Chennai,2023-09-02 22:00:00,Chennai Central,Blue Line,Commercial,22,5,1,Overcast,0,48,88,0.073,Low
Delhi,2023-09-02 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,5,1,Overcast,0,104,150,0.12,Low
Hyderabad,2023-09-02 22:00:00,Miyapur,Red Line,Residential,22,5,1,Overcast,0,82,90,0.121,Low
Kolkata,2023-09-02 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,5,1,Overcast,0,25,72,0.076,Low
Mumbai,2023-09-02 22:00:00,Versova,Line 1,Mixed/Retail,22,5,1,Overcast,0,125,161,0.232,Low
Bengaluru,2023-09-02 23:00:00,Majestic,Purple Line,Transit Hub,23,5,1,Sunny,0,140,338,0.23,Low
Chennai,2023-09-02 23:00:00,Chennai Central,Blue Line,Commercial,23,5,1,Sunny,0,55,99,0.082,Low
Delhi,2023-09-02 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,5,1,Sunny,0,80,158,0.164,Low
Hyderabad,2023-09-02 23:00:00,Miyapur,Red Line,Residential,23,5,1,Sunny,0,126,135,0.197,Low
Kolkata,2023-09-02 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,5,1,Sunny,0,39,53,0.055,Low
Mumbai,2023-09-02 23:00:00,Versova,Line 1,Mixed/Retail,23,5,1,Sunny,0,68,113,0.197,Low
Bengaluru,2023-09-03 00:00:00,Majestic,Purple Line,Transit Hub,0,6,1,Overcast,0,5,24,0.014,Low
Chennai,2023-09-03 00:00:00,Chennai Central,Blue Line,Commercial,0,6,1,Overcast,0,7,0,0.005,Low
Delhi,2023-09-03 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,6,1,Overcast,0,0,0,0.0,Low
Hyderabad,2023-09-03 00:00:00,Miyapur,Red Line,Residential,0,6,1,Overcast,0,20,0,0.016,Low
Kolkata,2023-09-03 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,6,1,Overcast,0,11,0,0.007,Low
Mumbai,2023-09-03 00:00:00,Versova,Line 1,Mixed/Retail,0,6,1,Overcast,0,7,30,0.025,Low
Bengaluru,2023-09-03 01:00:00,Majestic,Purple Line,Transit Hub,1,6,1,Rainy,0,24,26,0.03,Low
Chennai,2023-09-03 01:00:00,Chennai Central,Blue Line,Commercial,1,6,1,Rainy,0,0,10,0.005,Low
Delhi,2023-09-03 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,6,1,Rainy,0,0,0,0.0,Low
Hyderabad,2023-09-03 01:00:00,Miyapur,Red Line,Residential,1,6,1,Rainy,0,19,0,0.019,Low
Kolkata,2023-09-03 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,6,1,Rainy,0,4,28,0.023,Low
Mumbai,2023-09-03 01:00:00,Versova,Line 1,Mixed/Retail,1,6,1,Rainy,0,0,18,0.014,Low
Bengaluru,2023-09-03 02:00:00,Majestic,Purple Line,Transit Hub,2,6,1,Sunny,0,15,24,0.02,Low
Chennai,2023-09-03 02:00:00,Chennai Central,Blue Line,Commercial,2,6,1,Sunny,0,0,15,0.007,Low
Delhi,2023-09-03 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,6,1,Sunny,0,7,43,0.041,Low
Hyderabad,2023-09-03 02:00:00,Miyapur,Red Line,Residential,2,6,1,Sunny,0,20,17,0.046,Low
Kolkata,2023-09-03 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,6,1,Sunny,0,0,54,0.043,Low
Mumbai,2023-09-03 02:00:00,Versova,Line 1,Mixed/Retail,2,6,1,Sunny,0,10,6,0.009,Low
Bengaluru,2023-09-03 03:00:00,Majestic,Purple Line,Transit Hub,3,6,1,Overcast,0,2,25,0.012,Low
Chennai,2023-09-03 03:00:00,Chennai Central,Blue Line,Commercial,3,6,1,Overcast,0,11,0,0.007,Low
Delhi,2023-09-03 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,6,1,Overcast,0,0,20,0.016,Low
Hyderabad,2023-09-03 03:00:00,Miyapur,Red Line,Residential,3,6,1,Overcast,0,4,0,0.003,Low
Kolkata,2023-09-03 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,6,1,Overcast,0,18,1,0.014,Low
Mumbai,2023-09-03 03:00:00,Versova,Line 1,Mixed/Retail,3,6,1,Overcast,0,15,11,0.026,Low
Bengaluru,2023-09-03 04:00:00,Majestic,Purple Line,Transit Hub,4,6,1,Rainy,0,8,48,0.023,Low
Chennai,2023-09-03 04:00:00,Chennai Central,Blue Line,Commercial,4,6,1,Rainy,0,8,3,0.006,Low
Delhi,2023-09-03 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,6,1,Rainy,0,0,26,0.011,Low
Hyderabad,2023-09-03 04:00:00,Miyapur,Red Line,Residential,4,6,1,Rainy,0,8,22,0.032,Low
Kolkata,2023-09-03 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,6,1,Rainy,0,0,4,0.003,Low
Mumbai,2023-09-03 04:00:00,Versova,Line 1,Mixed/Retail,4,6,1,Rainy,0,35,39,0.05,Low
Bengaluru,2023-09-03 05:00:00,Majestic,Purple Line,Transit Hub,5,6,1,Rainy,0,6,36,0.022,Low
Chennai,2023-09-03 05:00:00,Chennai Central,Blue Line,Commercial,5,6,1,Rainy,0,4,24,0.022,Low
Delhi,2023-09-03 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,6,1,Rainy,0,0,6,0.005,Low
Hyderabad,2023-09-03 05:00:00,Miyapur,Red Line,Residential,5,6,1,Rainy,0,24,0,0.017,Low
Kolkata,2023-09-03 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,6,1,Rainy,0,0,0,0.0,Low
Mumbai,2023-09-03 05:00:00,Versova,Line 1,Mixed/Retail,5,6,1,Rainy,0,11,28,0.029,Low
Bengaluru,2023-09-03 06:00:00,Majestic,Purple Line,Transit Hub,6,6,1,Rainy,0,49,47,0.057,Low
Chennai,2023-09-03 06:00:00,Chennai Central,Blue Line,Commercial,6,6,1,Rainy,0,4,14,0.013,Low
Delhi,2023-09-03 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,6,1,Rainy,0,45,27,0.053,Low
Hyderabad,2023-09-03 06:00:00,Miyapur,Red Line,Residential,6,6,1,Rainy,0,21,58,0.056,Low
Kolkata,2023-09-03 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,6,1,Rainy,0,28,21,0.029,Low
Mumbai,2023-09-03 06:00:00,Versova,Line 1,Mixed/Retail,6,6,1,Rainy,0,2,46,0.047,Low
Bengaluru,2023-09-03 07:00:00,Majestic,Purple Line,Transit Hub,7,6,1,Rainy,0,67,50,0.066,Low
Chennai,2023-09-03 07:00:00,Chennai Central,Blue Line,Commercial,7,6,1,Rainy,0,33,29,0.047,Low
Delhi,2023-09-03 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,6,1,Rainy,0,72,51,0.053,Low
Hyderabad,2023-09-03 07:00:00,Miyapur,Red Line,Residential,7,6,1,Rainy,0,12,51,0.05,Low
Kolkata,2023-09-03 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,6,1,Rainy,0,40,0,0.021,Low
Mumbai,2023-09-03 07:00:00,Versova,Line 1,Mixed/Retail,7,6,1,Rainy,0,50,35,0.094,Low
Bengaluru,2023-09-03 08:00:00,Majestic,Purple Line,Transit Hub,8,6,1,Sunny,0,1143,1068,0.82,Crowded
Chennai,2023-09-03 08:00:00,Chennai Central,Blue Line,Commercial,8,6,1,Sunny,0,61,409,0.239,Low
Delhi,2023-09-03 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,6,1,Sunny,0,573,152,0.365,Normal
Hyderabad,2023-09-03 08:00:00,Miyapur,Red Line,Residential,8,6,1,Sunny,0,407,92,0.382,Normal
Kolkata,2023-09-03 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,6,1,Sunny,0,79,294,0.223,Low
Mumbai,2023-09-03 08:00:00,Versova,Line 1,Mixed/Retail,8,6,1,Sunny,0,363,364,0.767,Crowded
Bengaluru,2023-09-03 09:00:00,Majestic,Purple Line,Transit Hub,9,6,1,Rainy,0,588,565,0.575,Normal
Chennai,2023-09-03 09:00:00,Chennai Central,Blue Line,Commercial,9,6,1,Rainy,0,50,267,0.176,Low
Delhi,2023-09-03 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,6,1,Rainy,0,389,79,0.318,Normal
Hyderabad,2023-09-03 09:00:00,Miyapur,Red Line,Residential,9,6,1,Rainy,0,314,97,0.339,Normal
Kolkata,2023-09-03 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,6,1,Rainy,0,55,191,0.187,Low
Mumbai,2023-09-03 09:00:00,Versova,Line 1,Mixed/Retail,9,6,1,Rainy,0,499,601,0.619,Crowded
Bengaluru,2023-09-03 10:00:00,Majestic,Purple Line,Transit Hub,10,6,1,Rainy,0,1050,884,0.667,Crowded
Chennai,2023-09-03 10:00:00,Chennai Central,Blue Line,Commercial,10,6,1,Rainy,0,49,253,0.157,Low
Delhi,2023-09-03 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,6,1,Rainy,0,575,199,0.338,Normal
Hyderabad,2023-09-03 10:00:00,Miyapur,Red Line,Residential,10,6,1,Rainy,0,461,103,0.376,Normal
Kolkata,2023-09-03 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,6,1,Rainy,0,83,278,0.19,Low
Mumbai,2023-09-03 10:00:00,Versova,Line 1,Mixed/Retail,10,6,1,Rainy,0,638,507,0.638,Crowded
Bengaluru,2023-09-03 11:00:00,Majestic,Purple Line,Transit Hub,11,6,1,Rainy,0,437,354,0.333,Normal
Chennai,2023-09-03 11:00:00,Chennai Central,Blue Line,Commercial,11,6,1,Rainy,0,84,107,0.132,Low
Delhi,2023-09-03 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,6,1,Rainy,0,125,186,0.221,Low
Hyderabad,2023-09-03 11:00:00,Miyapur,Red Line,Residential,11,6,1,Rainy,0,252,218,0.304,Normal
Kolkata,2023-09-03 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,6,1,Rainy,0,81,101,0.122,Low
Mumbai,2023-09-03 11:00:00,Versova,Line 1,Mixed/Retail,11,6,1,Rainy,0,307,288,0.389,Normal
Bengaluru,2023-09-03 12:00:00,Majestic,Purple Line,Transit Hub,12,6,1,Sunny,0,291,363,0.388,Normal
Chennai,2023-09-03 12:00:00,Chennai Central,Blue Line,Commercial,12,6,1,Sunny,0,163,138,0.188,Low
Delhi,2023-09-03 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,6,1,Sunny,0,323,299,0.278,Low
Hyderabad,2023-09-03 12:00:00,Miyapur,Red Line,Residential,12,6,1,Sunny,0,211,177,0.289,Low
Kolkata,2023-09-03 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,6,1,Sunny,0,84,116,0.132,Low
Mumbai,2023-09-03 12:00:00,Versova,Line 1,Mixed/Retail,12,6,1,Sunny,0,225,211,0.334,Normal
Bengaluru,2023-09-03 13:00:00,Majestic,Purple Line,Transit Hub,13,6,1,Rainy,0,369,361,0.311,Normal
Chennai,2023-09-03 13:00:00,Chennai Central,Blue Line,Commercial,13,6,1,Rainy,0,125,116,0.145,Low
Delhi,2023-09-03 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,6,1,Rainy,0,194,198,0.289,Low
Hyderabad,2023-09-03 13:00:00,Miyapur,Red Line,Residential,13,6,1,Rainy,0,161,169,0.253,Low
Kolkata,2023-09-03 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,6,1,Rainy,0,90,68,0.115,Low
Mumbai,2023-09-03 13:00:00,Versova,Line 1,Mixed/Retail,13,6,1,Rainy,0,126,169,0.284,Low
Bengaluru,2023-09-03 14:00:00,Majestic,Purple Line,Transit Hub,14,6,1,Overcast,0,491,566,0.417,Normal
Chennai,2023-09-03 14:00:00,Chennai Central,Blue Line,Commercial,14,6,1,Overcast,0,119,153,0.144,Low
Delhi,2023-09-03 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,6,1,Overcast,0,338,300,0.282,Low
Hyderabad,2023-09-03 14:00:00,Miyapur,Red Line,Residential,14,6,1,Overcast,0,229,170,0.282,Low
Kolkata,2023-09-03 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,6,1,Overcast,0,147,111,0.149,Low
Mumbai,2023-09-03 14:00:00,Versova,Line 1,Mixed/Retail,14,6,1,Overcast,0,181,193,0.412,Normal
Bengaluru,2023-09-03 15:00:00,Majestic,Purple Line,Transit Hub,15,6,1,Rainy,0,353,296,0.302,Normal
Chennai,2023-09-03 15:00:00,Chennai Central,Blue Line,Commercial,15,6,1,Rainy,0,174,121,0.137,Low
Delhi,2023-09-03 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,6,1,Rainy,0,230,298,0.263,Low
Hyderabad,2023-09-03 15:00:00,Miyapur,Red Line,Residential,15,6,1,Rainy,0,134,162,0.219,Low
Kolkata,2023-09-03 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,6,1,Rainy,0,129,109,0.132,Low
Mumbai,2023-09-03 15:00:00,Versova,Line 1,Mixed/Retail,15,6,1,Rainy,0,225,196,0.32,Normal
Bengaluru,2023-09-03 16:00:00,Majestic,Purple Line,Transit Hub,16,6,1,Overcast,0,394,439,0.464,Normal
Chennai,2023-09-03 16:00:00,Chennai Central,Blue Line,Commercial,16,6,1,Overcast,0,131,151,0.168,Low
Delhi,2023-09-03 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,6,1,Overcast,0,222,223,0.287,Low
Hyderabad,2023-09-03 16:00:00,Miyapur,Red Line,Residential,16,6,1,Overcast,0,149,207,0.33,Normal
Kolkata,2023-09-03 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,6,1,Overcast,0,111,128,0.139,Low
Mumbai,2023-09-03 16:00:00,Versova,Line 1,Mixed/Retail,16,6,1,Overcast,0,308,248,0.382,Normal
Bengaluru,2023-09-03 17:00:00,Majestic,Purple Line,Transit Hub,17,6,1,Sunny,0,922,797,0.791,Crowded
Chennai,2023-09-03 17:00:00,Chennai Central,Blue Line,Commercial,17,6,1,Sunny,0,261,94,0.186,Low
Delhi,2023-09-03 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,6,1,Sunny,0,169,470,0.439,Normal
Hyderabad,2023-09-03 17:00:00,Miyapur,Red Line,Residential,17,6,1,Sunny,0,125,463,0.448,Normal
Kolkata,2023-09-03 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,6,1,Sunny,0,239,60,0.221,Low
Mumbai,2023-09-03 17:00:00,Versova,Line 1,Mixed/Retail,17,6,1,Sunny,0,454,454,0.667,Crowded
Bengaluru,2023-09-03 18:00:00,Majestic,Purple Line,Transit Hub,18,6,1,Sunny,0,1014,1162,0.735,Crowded
Chennai,2023-09-03 18:00:00,Chennai Central,Blue Line,Commercial,18,6,1,Sunny,0,241,53,0.198,Low
Delhi,2023-09-03 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,6,1,Sunny,0,199,564,0.425,Normal
Hyderabad,2023-09-03 18:00:00,Miyapur,Red Line,Residential,18,6,1,Sunny,0,88,389,0.457,Normal
Kolkata,2023-09-03 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,6,1,Sunny,0,276,106,0.206,Low
Mumbai,2023-09-03 18:00:00,Versova,Line 1,Mixed/Retail,18,6,1,Sunny,0,755,699,0.827,Crowded
Bengaluru,2023-09-03 19:00:00,Majestic,Purple Line,Transit Hub,19,6,1,Overcast,0,1105,818,0.766,Crowded
Chennai,2023-09-03 19:00:00,Chennai Central,Blue Line,Commercial,19,6,1,Overcast,0,319,73,0.222,Low
Delhi,2023-09-03 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,6,1,Overcast,0,159,804,0.462,Normal
Hyderabad,2023-09-03 19:00:00,Miyapur,Red Line,Residential,19,6,1,Overcast,0,115,297,0.472,Normal
Kolkata,2023-09-03 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,6,1,Overcast,0,248,64,0.226,Low
Mumbai,2023-09-03 19:00:00,Versova,Line 1,Mixed/Retail,19,6,1,Overcast,0,393,484,0.769,Crowded
Bengaluru,2023-09-03 20:00:00,Majestic,Purple Line,Transit Hub,20,6,1,Rainy,0,117,253,0.148,Low
Chennai,2023-09-03 20:00:00,Chennai Central,Blue Line,Commercial,20,6,1,Rainy,0,46,22,0.045,Low
Delhi,2023-09-03 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,6,1,Rainy,0,78,141,0.145,Low
Hyderabad,2023-09-03 20:00:00,Miyapur,Red Line,Residential,20,6,1,Rainy,0,88,55,0.134,Low
Kolkata,2023-09-03 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,6,1,Rainy,0,6,99,0.054,Low
Mumbai,2023-09-03 20:00:00,Versova,Line 1,Mixed/Retail,20,6,1,Rainy,0,120,125,0.158,Low
Bengaluru,2023-09-03 21:00:00,Majestic,Purple Line,Transit Hub,21,6,1,Sunny,0,228,221,0.204,Low
Chennai,2023-09-03 21:00:00,Chennai Central,Blue Line,Commercial,21,6,1,Sunny,0,42,60,0.059,Low
Delhi,2023-09-03 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,6,1,Sunny,0,141,309,0.189,Low
Hyderabad,2023-09-03 21:00:00,Miyapur,Red Line,Residential,21,6,1,Sunny,0,105,153,0.204,Low
Kolkata,2023-09-03 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,6,1,Sunny,0,25,54,0.066,Low
Mumbai,2023-09-03 21:00:00,Versova,Line 1,Mixed/Retail,21,6,1,Sunny,0,91,81,0.17,Low
Bengaluru,2023-09-03 22:00:00,Majestic,Purple Line,Transit Hub,22,6,1,Overcast,0,188,338,0.244,Low
Chennai,2023-09-03 22:00:00,Chennai Central,Blue Line,Commercial,22,6,1,Overcast,0,62,38,0.067,Low
Delhi,2023-09-03 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,6,1,Overcast,0,174,282,0.202,Low
Hyderabad,2023-09-03 22:00:00,Miyapur,Red Line,Residential,22,6,1,Overcast,0,78,84,0.142,Low
Kolkata,2023-09-03 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,6,1,Overcast,0,52,75,0.063,Low
Mumbai,2023-09-03 22:00:00,Versova,Line 1,Mixed/Retail,22,6,1,Overcast,0,70,151,0.186,Low
Bengaluru,2023-09-03 23:00:00,Majestic,Purple Line,Transit Hub,23,6,1,Rainy,0,143,292,0.206,Low
Chennai,2023-09-03 23:00:00,Chennai Central,Blue Line,Commercial,23,6,1,Rainy,0,53,123,0.09,Low
Delhi,2023-09-03 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,6,1,Rainy,0,100,164,0.125,Low
Hyderabad,2023-09-03 23:00:00,Miyapur,Red Line,Residential,23,6,1,Rainy,0,51,97,0.162,Low
Kolkata,2023-09-03 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,6,1,Rainy,0,33,23,0.046,Low
Mumbai,2023-09-03 23:00:00,Versova,Line 1,Mixed/Retail,23,6,1,Rainy,0,106,105,0.183,Low
Bengaluru,2023-09-04 00:00:00,Majestic,Purple Line,Transit Hub,0,0,0,Rainy,0,35,19,0.023,Low
Chennai,2023-09-04 00:00:00,Chennai Central,Blue Line,Commercial,0,0,0,Rainy,0,10,17,0.012,Low
